Epoch,Loss,TrainingError,TestingError,PhatBar_1,PhatBar_2,PhatBar_3,PhatBar_4,PhatBar_5,PhatBar_6,PhatBar_7,PhatBar_8,PhatBar_9,PhatBar_10,S,S_1,S_2,S_3,S_4,S_5,S_6,S_7,S_8,S_9,S_10
128,35.249233,0.11792451,0.31238276,0.5158669,0.5241481,0.4804536,0.45536965,0.50553495,0.56914806,0.5250531,0.0069178496,0.45028165,0.52816427,749,140,219,18,16,24,132,88,7,28,77
129,35.451347,0.11792451,0.31332082,0.5157199,0.5161687,0.48042086,0.45851338,0.50554276,0.5768316,0.5239517,0.009598943,0.45079485,0.5279624,749,140,219,18,16,24,132,88,7,28,77
130,34.634476,0.11792451,0.31238276,0.51535493,0.52580476,0.48158947,0.45545456,0.50558263,0.56716925,0.52461475,0.014127245,0.4513077,0.5277618,749,140,219,18,16,24,132,88,7,28,77
131,34.783974,0.11792451,0.31332082,0.51526767,0.5146438,0.48098108,0.4574355,0.5055186,0.57780445,0.5252448,0.022556795,0.4518139,0.52756757,749,140,219,18,16,24,132,88,7,28,77
132,32.66513,0.11698115,0.31238276,0.5149844,0.52416545,0.4825484,0.4565338,0.505598,0.5667836,0.5253653,0.039958242,0.45229772,0.5273656,749,140,219,18,16,24,132,88,7,28,77
133,31.420126,0.11698115,0.31332082,0.51492506,0.51430434,0.48207727,0.45743895,0.5055661,0.57507735,0.5242062,0.08136778,0.45280606,0.52716815,749,140,219,18,16,24,132,88,7,28,77
134,26.990711,0.11698115,0.31238276,0.5144761,0.5251855,0.4835347,0.4570592,0.5055402,0.5637376,0.51772046,0.18929587,0.45327622,0.5269688,749,140,219,18,16,24,132,88,7,28,77
135,24.408802,0.11698115,0.31332082,0.5144563,0.5136014,0.48285198,0.45740768,0.50563264,0.5750959,0.50555843,0.403964,0.4537428,0.5267943,749,140,219,18,16,24,132,88,7,28,77
136,23.147877,0.11698115,0.31238276,0.5140777,0.5230696,0.48431143,0.45619833,0.5055706,0.56710124,0.49687335,0.51463777,0.4542225,0.52659434,749,140,219,18,16,24,132,88,7,28,77
137,23.844252,0.11698115,0.31144464,0.51408136,0.5162163,0.48381984,0.4587638,0.5055842,0.57140076,0.49693444,0.5110146,0.45463282,0.526404,749,140,219,18,16,24,132,88,7,28,77
138,23.017082,0.11698115,0.31332082,0.51383716,0.52179295,0.48515403,0.45642376,0.50558156,0.56990445,0.495776,0.5077681,0.45506483,0.52621543,749,140,219,18,16,24,132,88,7,28,77
139,23.637436,0.11698115,0.31332082,0.51381576,0.515441,0.48454845,0.45867336,0.50562525,0.5718267,0.49659002,0.50497425,0.4554781,0.52603436,749,140,219,18,16,24,132,88,7,28,77
140,22.93187,0.11698115,0.31238276,0.5134325,0.52270764,0.48590836,0.4564161,0.50559545,0.5706254,0.4940936,0.5023454,0.45587823,0.52583605,749,140,219,18,16,24,132,88,7,28,77
141,23.549824,0.11698115,0.31238276,0.51340705,0.5144249,0.4851408,0.45763344,0.50572735,0.5723955,0.49649638,0.500533,0.45629737,0.5256686,749,140,219,18,16,24,132,88,7,28,77
142,23.01498,0.11698115,0.31238276,0.51302755,0.52243656,0.4864982,0.45784253,0.50562745,0.5731531,0.49109757,0.49878642,0.45670083,0.5254708,749,140,219,18,16,24,132,88,7,28,77
143,23.94443,0.11698115,0.31332082,0.5130605,0.51440376,0.48593295,0.4579509,0.50571984,0.5678988,0.49884796,0.49792996,0.45708856,0.5252886,749,140,219,18,16,24,132,88,7,28,77
144,24.53738,0.11603773,0.31238276,0.5125761,0.52111894,0.48728222,0.45796156,0.5056805,0.58506346,0.48407203,0.49676555,0.45749193,0.52511364,749,140,219,18,16,24,132,88,7,28,77
145,24.349968,0.11603773,0.31332082,0.5126795,0.5154565,0.48654985,0.45752406,0.5057319,0.56417894,0.49836475,0.49669686,0.45788482,0.5249374,749,140,219,18,16,24,132,88,7,28,77
146,24.82786,0.11603773,0.31238276,0.512304,0.5213964,0.48777375,0.4574345,0.505684,0.5867376,0.48229057,0.4958162,0.45827037,0.52476186,749,140,219,18,16,24,132,88,7,28,77
147,24.091919,0.11603773,0.31332082,0.5124213,0.51461697,0.48729277,0.4575153,0.50572765,0.5669602,0.49699458,0.4960947,0.45865896,0.52458584,749,140,219,18,16,24,132,88,7,28,77
148,25.008108,0.11603773,0.31238276,0.51188034,0.520463,0.4885237,0.45977288,0.5056854,0.5869931,0.48101485,0.49535948,0.45901886,0.524428,749,140,219,18,16,24,132,88,7,28,77
149,23.33442,0.11603773,0.31332082,0.51204723,0.51634705,0.48769754,0.4553933,0.5057064,0.5720194,0.49300307,0.4959589,0.45940378,0.5242545,749,140,219,18,16,24,132,88,7,28,77
150,24.957535,0.11603773,0.31332082,0.51153445,0.51866084,0.48905653,0.45948595,0.5056705,0.59053946,0.48008996,0.49527887,0.4597881,0.52410835,749,140,219,18,16,24,132,88,7,28,77
151,26.897085,0.11603773,0.31425893,0.51165354,0.5168004,0.48831713,0.45758832,0.50565416,0.5560312,0.50039625,0.4959732,0.46015438,0.52394354,749,140,219,18,16,24,132,88,7,28,77
152,23.331598,0.11603773,0.31332082,0.5111888,0.51863223,0.4895553,0.45721832,0.5056701,0.5862743,0.4830451,0.49524376,0.46052432,0.5237802,749,140,219,18,16,24,132,88,7,28,77
153,24.380468,0.11603773,0.315197,0.5111935,0.51487076,0.48906103,0.45933968,0.50562984,0.5654175,0.49516955,0.49618456,0.46088848,0.5236157,749,140,219,18,16,24,132,88,7,28,77
154,28.294767,0.11603773,0.315197,0.5108093,0.52019584,0.49015486,0.45953745,0.5056781,0.59636146,0.474366,0.49552798,0.46124744,0.52348393,749,140,219,18,16,24,132,88,7,28,77
155,22.812601,0.11603773,0.31425893,0.5109612,0.51481557,0.48918188,0.45625886,0.50566417,0.58173245,0.4863838,0.49639103,0.4615975,0.5233168,749,140,219,18,16,24,132,88,7,28,77
156,22.372217,0.11603773,0.31425893,0.510439,0.51891214,0.49074528,0.45794165,0.50556135,0.5715064,0.48995999,0.49566427,0.46195093,0.5231779,749,140,219,18,16,24,132,88,7,28,77
157,23.527353,0.11603773,0.31425893,0.51051986,0.51668906,0.4898484,0.45778254,0.5055842,0.5862992,0.4816856,0.49640778,0.46229586,0.5230403,749,140,219,18,16,24,132,88,7,28,77
158,23.579063,0.11603773,0.31425893,0.5100942,0.51775247,0.49116358,0.45907903,0.50557476,0.5654909,0.4949645,0.4959422,0.46264774,0.5228701,749,140,219,18,16,24,132,88,7,28,77
159,26.847055,0.11603773,0.31238276,0.5102393,0.5154872,0.4902926,0.4573928,0.5055991,0.59919566,0.4743035,0.49638364,0.4629896,0.52273995,749,140,219,18,16,24,132,88,7,28,77
160,23.031763,0.11603773,0.31332082,0.5098188,0.51916283,0.49175563,0.4567921,0.50554806,0.5665484,0.4929884,0.4962268,0.46333,0.52258384,749,140,219,18,16,24,132,88,7,28,77
161,25.391912,0.11509436,0.31425893,0.50975865,0.5152378,0.49079064,0.45957938,0.5055674,0.59542984,0.47617772,0.49649486,0.46366602,0.5224533,749,140,219,18,16,24,132,88,7,28,77
162,23.770926,0.11603773,0.315197,0.509419,0.51911294,0.4920036,0.45497888,0.5055798,0.5662332,0.49450424,0.49634013,0.4639896,0.52229196,749,140,219,18,16,24,132,88,7,28,77
163,27.929136,0.11509436,0.315197,0.5094804,0.5148081,0.49137646,0.46055567,0.50550336,0.60060257,0.47277117,0.4966812,0.46431947,0.5221544,749,140,219,18,16,24,132,88,7,28,77
164,22.444544,0.11509436,0.315197,0.50916415,0.5181804,0.49263728,0.4560327,0.50560063,0.5735009,0.48989227,0.49645287,0.46465153,0.52199215,749,140,219,18,16,24,132,88,7,28,77
165,23.312378,0.11509436,0.31425893,0.5092078,0.51695424,0.4917442,0.4579265,0.5055166,0.58540195,0.48087546,0.4968011,0.46497673,0.52186817,749,140,219,18,16,24,132,88,7,28,77
166,23.601212,0.11603773,0.31707317,0.50878984,0.51845473,0.4929334,0.45631775,0.5055772,0.56728595,0.49430093,0.49648243,0.4652898,0.52173394,749,140,219,18,16,24,132,88,7,28,77
167,24.866194,0.11509436,0.315197,0.50880146,0.5146014,0.49187768,0.4594193,0.50547105,0.5954013,0.4765274,0.4969452,0.46560642,0.5216206,749,140,219,18,16,24,132,88,7,28,77
168,22.591183,0.11509436,0.315197,0.5084647,0.51945686,0.49312034,0.45731884,0.50552464,0.5689901,0.49129114,0.49663353,0.46591946,0.5214592,749,140,219,18,16,24,132,88,7,28,77
169,24.785349,0.11509436,0.315197,0.50863343,0.5160154,0.49214363,0.45751542,0.50542927,0.5949938,0.47678939,0.49697164,0.46623033,0.5213533,749,140,219,18,16,24,132,88,7,28,77
170,25.356668,0.11509436,0.3161351,0.5082601,0.51660705,0.49325615,0.45815498,0.50542355,0.56158084,0.4978321,0.4967033,0.46654177,0.5212197,749,140,219,18,16,24,132,88,7,28,77
171,24.51482,0.11509436,0.315197,0.5083602,0.5168515,0.49280357,0.45721728,0.5054534,0.5926419,0.47743598,0.4970334,0.46684363,0.5210893,749,140,219,18,16,24,132,88,7,28,77
172,24.962076,0.11509436,0.3161351,0.50803643,0.517705,0.4938637,0.45727634,0.5053671,0.5624789,0.49694645,0.4968597,0.46714878,0.52095133,749,140,219,18,16,24,132,88,7,28,77
173,23.554884,0.11415094,0.315197,0.5081713,0.51582533,0.4928952,0.45889312,0.5054334,0.58908415,0.47904187,0.49723512,0.4674498,0.52083653,749,140,219,18,16,24,132,88,7,28,77
174,23.897419,0.11509436,0.3161351,0.5077547,0.51875955,0.49396133,0.457218,0.5053392,0.56349736,0.49553916,0.49693885,0.46773806,0.5207117,749,140,219,18,16,24,132,88,7,28,77
175,22.892832,0.11509436,0.315197,0.5078464,0.5146237,0.4932426,0.45786345,0.5053371,0.58902276,0.48116475,0.49719885,0.4680266,0.5206012,749,140,219,18,16,24,132,88,7,28,77
176,22.765638,0.11509436,0.315197,0.50754154,0.51979387,0.4943151,0.4572829,0.50533414,0.5668793,0.49190244,0.49703142,0.4683223,0.5204524,749,140,219,18,16,24,132,88,7,28,77
177,22.727993,0.11509436,0.315197,0.5076179,0.5147948,0.49341807,0.45818985,0.5053026,0.588172,0.4815474,0.49743938,0.4686229,0.5203488,749,140,219,18,16,24,132,88,7,28,77
178,22.49683,0.11509436,0.315197,0.5073741,0.5177385,0.4944618,0.4570791,0.5053268,0.57099336,0.49114713,0.49701285,0.46889287,0.5202339,749,140,219,18,16,24,132,88,7,28,77
179,22.564108,0.11509436,0.315197,0.5074369,0.5161806,0.49380052,0.45681715,0.5052814,0.5855856,0.4826063,0.4974923,0.4691756,0.52010673,749,140,219,18,16,24,132,88,7,28,77
180,22.310034,0.11509436,0.315197,0.50706834,0.5183389,0.49475235,0.4584748,0.50518376,0.56860334,0.4912157,0.49701652,0.46946356,0.5199862,749,140,219,18,16,24,132,88,7,28,77
181,22.575424,0.11509436,0.315197,0.5072031,0.51742977,0.49394163,0.45549688,0.5052703,0.5856904,0.48267373,0.497513,0.46973437,0.5198701,749,140,219,18,16,24,132,88,7,28,77
182,22.230446,0.11509436,0.315197,0.5068624,0.51471055,0.49473587,0.4602725,0.5052168,0.5747341,0.49057853,0.49713963,0.47001663,0.5197483,749,140,219,18,16,24,132,88,7,28,77
183,22.494574,0.11509436,0.315197,0.5070352,0.51771873,0.49421746,0.45736608,0.5052556,0.58058643,0.48361552,0.49757022,0.47029832,0.51963544,749,140,219,18,16,24,132,88,7,28,77
184,22.37595,0.11509436,0.3161351,0.50672865,0.5173971,0.49548933,0.45408273,0.5051941,0.5766192,0.48998088,0.49710327,0.47055227,0.519513,749,140,219,18,16,24,132,88,7,28,77
185,22.3314,0.11603773,0.3161351,0.5067086,0.51502496,0.49419138,0.4632557,0.50514394,0.57980615,0.4841091,0.49775234,0.47082025,0.519429,749,140,219,18,16,24,132,88,7,28,77
186,22.22189,0.11603773,0.3161351,0.5065359,0.5205071,0.49496195,0.45353213,0.5052383,0.5727529,0.4898249,0.49707508,0.47109732,0.5192968,749,140,219,18,16,24,132,88,7,28,77
187,22.19373,0.11509436,0.315197,0.5066011,0.51566404,0.49447224,0.4607097,0.50514716,0.5793303,0.4853409,0.49778673,0.47135264,0.51921123,749,140,219,18,16,24,132,88,7,28,77
188,22.191668,0.11509436,0.315197,0.5063748,0.5194185,0.49543107,0.45241165,0.5052014,0.57658106,0.4896539,0.49705416,0.47161347,0.519087,749,140,219,18,16,24,132,88,7,28,77
189,22.116667,0.11509436,0.31425893,0.5062501,0.5143289,0.49448314,0.4624974,0.5051594,0.5784405,0.4856285,0.49787465,0.47187683,0.5189927,749,140,219,18,16,24,132,88,7,28,77
190,22.288475,0.11509436,0.315197,0.50606495,0.520629,0.49522611,0.45113197,0.50514895,0.5772015,0.4893262,0.4971115,0.47213033,0.5188792,749,140,219,18,16,24,132,88,7,28,77
191,22.064562,0.11509436,0.31425893,0.50612444,0.51352024,0.494721,0.46384788,0.5051193,0.57692856,0.4862227,0.4979526,0.47237638,0.5187912,749,140,219,18,16,24,132,88,7,28,77
192,22.18239,0.11509436,0.315197,0.5059888,0.51984644,0.49638093,0.450286,0.5051158,0.5776383,0.48937657,0.4970869,0.4726315,0.5186614,749,140,219,18,16,24,132,88,7,28,77
193,22.191334,0.11509436,0.31425893,0.5058341,0.5134497,0.4950608,0.46741456,0.5051074,0.5741541,0.4869402,0.49795333,0.47287673,0.51859075,749,140,219,18,16,24,132,88,7,28,77
194,22.137447,0.11509436,0.315197,0.50578845,0.52081454,0.49613,0.4510236,0.5051433,0.5766974,0.48900092,0.4970724,0.47313076,0.51844424,749,140,219,18,16,24,132,88,7,28,77
195,21.677305,0.11509436,0.31425893,0.5057866,0.511962,0.4958974,0.46097472,0.50512445,0.5789395,0.4873806,0.49812365,0.47337765,0.5183647,749,140,219,18,16,24,132,88,7,28,77
196,21.800602,0.11509436,0.31425893,0.5054947,0.5201343,0.49609104,0.4546798,0.5051443,0.57388663,0.48926935,0.4970765,0.47361144,0.51826507,749,140,219,18,16,24,132,88,7,28,77
197,21.818617,0.11509436,0.31425893,0.5055081,0.516133,0.49537632,0.45821968,0.50512904,0.57621187,0.48797008,0.49800944,0.473855,0.51816994,749,140,219,18,16,24,132,88,7,28,77
198,21.68738,0.11509436,0.31425893,0.50516117,0.5198321,0.49617207,0.45747003,0.5050716,0.57248235,0.48946372,0.49716052,0.474099,0.5180724,749,140,219,18,16,24,132,88,7,28,77
199,21.71894,0.11509436,0.31425893,0.50525236,0.5156697,0.49532074,0.45794314,0.50514513,0.5769108,0.488132,0.49800596,0.47432742,0.51798517,749,140,219,18,16,24,132,88,7,28,77
200,21.531736,0.11603773,0.31425893,0.5051005,0.51818794,0.49619478,0.45740518,0.5051096,0.5741004,0.48904812,0.49726897,0.4745722,0.5178619,749,140,219,18,16,24,132,88,7,28,77
201,21.8112,0.11603773,0.315197,0.5050853,0.5166501,0.4955962,0.4588922,0.50514984,0.57320774,0.48882902,0.49802667,0.47480723,0.51777273,749,140,219,18,16,24,132,88,7,28,77
202,21.629175,0.11603773,0.3161351,0.5049028,0.518135,0.49611485,0.4556535,0.50514674,0.5759586,0.48924768,0.49716988,0.47502527,0.5176559,749,140,219,18,16,24,132,88,7,28,77
203,21.476376,0.11603773,0.315197,0.5050841,0.51386124,0.49595526,0.460686,0.5051387,0.5737196,0.4896182,0.4981129,0.47526044,0.51755583,749,140,219,18,16,24,132,88,7,28,77
204,21.603582,0.11603773,0.3161351,0.5048024,0.52129173,0.49648157,0.45335832,0.50520575,0.5715571,0.48972434,0.4970825,0.4754952,0.51745063,749,140,219,18,16,24,132,88,7,28,77
205,21.467312,0.11603773,0.3161351,0.50475913,0.51307553,0.49586502,0.46189475,0.50513756,0.5735641,0.4900983,0.4981503,0.47571233,0.51737314,749,140,219,18,16,24,132,88,7,28,77
206,21.57013,0.11603773,0.31707317,0.5045964,0.5208316,0.49677372,0.45243847,0.5052071,0.5727533,0.48999184,0.4970512,0.47593847,0.51724684,749,140,219,18,16,24,132,88,7,28,77
207,21.711132,0.11603773,0.3161351,0.50465155,0.5115018,0.4954372,0.466524,0.5051767,0.57264477,0.4904605,0.49821374,0.4761712,0.51715857,749,140,219,18,16,24,132,88,7,28,77
208,21.882456,0.11603773,0.31707317,0.50453025,0.522281,0.49656153,0.4470845,0.5052187,0.57454646,0.49059904,0.49700516,0.47638318,0.51702577,749,140,219,18,16,24,132,88,7,28,77
209,21.522078,0.11603773,0.3161351,0.5043715,0.51066136,0.4961746,0.4677963,0.50520384,0.56788903,0.4917078,0.49822226,0.47659388,0.5169729,749,140,219,18,16,24,132,88,7,28,77
210,22.1413,0.11603773,0.31707317,0.5042738,0.5206438,0.49776044,0.4457695,0.5052237,0.5764417,0.4903034,0.49685732,0.4768187,0.516827,749,140,219,18,16,24,132,88,7,28,77
211,21.504091,0.11603773,0.31707317,0.50423443,0.51043296,0.4952749,0.47133443,0.5051597,0.56708544,0.49212387,0.49848238,0.47703156,0.5167701,749,140,219,18,16,24,132,88,7,28,77
212,21.35569,0.11792451,0.31801128,0.50429195,0.52074385,0.49610984,0.44869965,0.5052865,0.57145447,0.4919239,0.49678773,0.4772534,0.5166349,749,140,219,18,16,24,132,88,7,28,77
213,21.223228,0.11792451,0.31707317,0.5042948,0.5111726,0.49577788,0.46333456,0.5051986,0.56921065,0.49251443,0.4983876,0.477463,0.51656795,749,140,219,18,16,24,132,88,7,28,77
214,21.32474,0.11792451,0.31894934,0.50394917,0.52073014,0.49594027,0.44993153,0.5052347,0.5692237,0.49245003,0.49683553,0.47766033,0.51646835,749,140,219,18,16,24,132,88,7,28,77
215,21.313688,0.11792451,0.31894934,0.5040628,0.5097464,0.49548945,0.46816903,0.50522333,0.5674046,0.49324894,0.49831176,0.4778776,0.5163922,749,140,219,18,16,24,132,88,7,28,77
216,21.41376,0.11792451,0.32082552,0.5038258,0.5210926,0.49639362,0.44775677,0.5051902,0.5691387,0.49265185,0.49681118,0.47808978,0.5162605,749,140,219,18,16,24,132,88,7,28,77
217,20.836514,0.11792451,0.31988746,0.5038086,0.50649416,0.4960421,0.4663334,0.5052374,0.57013506,0.49371043,0.49839905,0.47828308,0.5162146,749,140,219,18,16,24,132,88,7,28,77
218,21.112452,0.11792451,0.31988746,0.5036907,0.52275413,0.4961881,0.45236,0.50516796,0.5589895,0.49380615,0.4967706,0.4784915,0.5161077,749,140,219,18,16,24,132,88,7,28,77
219,21.352007,0.11792451,0.32082552,0.50375617,0.50537455,0.49599272,0.46187294,0.5052156,0.5802372,0.49302772,0.49830088,0.47870165,0.51601833,749,140,219,18,16,24,132,88,7,28,77
220,21.625566,0.11792451,0.32082552,0.50360477,0.5243587,0.4957261,0.45645338,0.5052081,0.5537219,0.4936306,0.4970971,0.47889113,0.51591974,749,140,219,18,16,24,132,88,7,28,77
221,21.90582,0.11792451,0.32082552,0.50358754,0.5035593,0.49520513,0.45675611,0.5052631,0.5843422,0.49303082,0.49810478,0.47908616,0.51584864,749,140,219,18,16,24,132,88,7,28,77
222,21.827003,0.11792451,0.32176358,0.50340563,0.5231267,0.4960189,0.46247366,0.50524557,0.5494727,0.49347547,0.4973316,0.47928855,0.5157641,749,140,219,18,16,24,132,88,7,28,77
223,21.435186,0.11792451,0.32082552,0.5034581,0.5082413,0.49553525,0.45426792,0.5053156,0.5808467,0.49345443,0.49795383,0.47947294,0.51568013,749,140,219,18,16,24,132,88,7,28,77
224,21.70851,0.11792451,0.32176358,0.503386,0.5221506,0.49616942,0.46317637,0.5052223,0.55051386,0.49352077,0.49747157,0.47968054,0.51557994,749,140,219,18,16,24,132,88,7,28,77
225,22.672508,0.11698115,0.3227017,0.5032415,0.50562066,0.49712032,0.44935408,0.5052999,0.58885866,0.49213222,0.49776417,0.47987247,0.5154949,749,140,219,18,16,24,132,88,7,28,77
226,21.819828,0.11792451,0.3227017,0.50331527,0.5198806,0.49495396,0.46960294,0.5051146,0.5492245,0.49277115,0.49778646,0.48004577,0.5154424,749,140,219,18,16,24,132,88,7,28,77
227,21.561218,0.118867934,0.32176358,0.5036638,0.50773466,0.4946975,0.45104122,0.50524735,0.58100605,0.4937854,0.49757338,0.4802436,0.5153243,749,140,219,18,16,24,132,88,7,28,77
228,21.69386,0.11792451,0.32082552,0.503345,0.522651,0.4951545,0.46269673,0.5051441,0.5505935,0.49283582,0.49773428,0.48043892,0.51526254,749,140,219,18,16,24,132,88,7,28,77
229,21.923023,0.118867934,0.32082552,0.50339234,0.5064865,0.49518007,0.4501317,0.50523263,0.58300894,0.4944378,0.49757951,0.48061684,0.51518476,749,140,219,18,16,24,132,88,7,28,77
230,22.04453,0.11792451,0.32176358,0.50319034,0.522285,0.49590233,0.46790496,0.5050599,0.5468362,0.49352118,0.49763653,0.4808009,0.51513404,749,140,219,18,16,24,132,88,7,28,77
231,21.57756,0.118867934,0.32176358,0.5033531,0.5078711,0.49495474,0.45061272,0.50527006,0.5819853,0.49344075,0.4975691,0.48099306,0.51502675,749,140,219,18,16,24,132,88,7,28,77
232,21.676609,0.118867934,0.32176358,0.50341374,0.52265465,0.4954073,0.46153244,0.50507957,0.55067986,0.49270818,0.49796358,0.48116443,0.51496303,749,140,219,18,16,24,132,88,7,28,77
233,21.931538,0.11698115,0.3227017,0.503002,0.5079705,0.49530208,0.44869035,0.50517005,0.58441246,0.49286994,0.49736494,0.48134312,0.5148906,749,140,219,18,16,24,132,88,7,28,77
234,21.664507,0.11698115,0.3227017,0.50313175,0.5191214,0.49569714,0.4700118,0.50504607,0.5486401,0.49243242,0.49801335,0.48152575,0.5148201,749,140,219,18,16,24,132,88,7,28,77
235,21.983324,0.11698115,0.32176358,0.50306374,0.5073547,0.49566853,0.44814306,0.5052419,0.5834875,0.493478,0.49729428,0.48169902,0.5147148,749,140,219,18,16,24,132,88,7,28,77
236,21.829641,0.11698115,0.3227017,0.50298166,0.52141,0.49596828,0.46600696,0.50502783,0.54759514,0.49337423,0.4979849,0.481881,0.51466066,749,140,219,18,16,24,132,88,7,28,77
237,21.459057,0.11698115,0.3227017,0.5030175,0.5075367,0.49611697,0.4498585,0.5052083,0.58178526,0.4933066,0.4972782,0.48205918,0.51456416,749,140,219,18,16,24,132,88,7,28,77
238,21.680935,0.11603773,0.32363975,0.5029009,0.52232295,0.4957063,0.46458966,0.5050834,0.5500087,0.49307546,0.498102,0.48222142,0.5145217,749,140,219,18,16,24,132,88,7,28,77
239,21.59544,0.11603773,0.32457787,0.5028897,0.5082645,0.49570116,0.44860038,0.5052205,0.5840341,0.49228188,0.4972341,0.48239654,0.5144287,749,140,219,18,16,24,132,88,7,28,77
240,21.264505,0.11603773,0.32457787,0.50279146,0.51806897,0.4959915,0.4671843,0.5050789,0.5504421,0.49325353,0.49824792,0.48257345,0.5143651,749,140,219,18,16,24,132,88,7,28,77
241,21.879044,0.11603773,0.32457787,0.5026227,0.5057538,0.49691692,0.44886363,0.50517935,0.58397645,0.49308157,0.49707296,0.48273483,0.5142822,749,140,219,18,16,24,132,88,7,28,77
242,22.88736,0.11603773,0.32363975,0.5027589,0.523446,0.49569055,0.46938854,0.50506884,0.54056454,0.49419248,0.49826482,0.48290873,0.51421887,749,140,219,18,16,24,132,88,7,28,77
243,22.008759,0.11603773,0.32363975,0.50272846,0.5061775,0.49549586,0.44921204,0.50526017,0.5889616,0.49088088,0.49705744,0.4830815,0.5141207,749,140,219,18,16,24,132,88,7,28,77
244,21.552614,0.11603773,0.32457787,0.5025471,0.5178464,0.49625552,0.46921808,0.50513655,0.55197304,0.4934611,0.4988303,0.48323584,0.51405483,749,140,219,18,16,24,132,88,7,28,77
245,21.487036,0.11603773,0.32363975,0.5027951,0.5123125,0.49543816,0.44289744,0.50529265,0.5806124,0.4931554,0.4965778,0.48340395,0.5139548,749,140,219,18,16,24,132,88,7,28,77
246,21.508907,0.11603773,0.32457787,0.5025177,0.5162947,0.49576813,0.47134566,0.5050763,0.5470774,0.49487638,0.49856347,0.4835669,0.51392376,749,140,219,18,16,24,132,88,7,28,77
247,22.36484,0.11603773,0.32363975,0.50264335,0.5094957,0.4958366,0.441371,0.5052311,0.5852957,0.493156,0.49661526,0.4837249,0.51381,749,140,219,18,16,24,132,88,7,28,77
248,22.915968,0.11509436,0.32551593,0.5023972,0.5209966,0.49516758,0.47516182,0.50502557,0.53962845,0.4949496,0.49877706,0.48388788,0.51377505,749,140,219,18,16,24,132,88,7,28,77
249,21.891262,0.11509436,0.32363975,0.5027399,0.50958574,0.49489212,0.44334245,0.50530356,0.5889053,0.4908475,0.49660307,0.4840468,0.513642,749,140,219,18,16,24,132,88,7,28,77
250,21.23787,0.11509436,0.32176358,0.5024373,0.5185016,0.49471706,0.46945447,0.5051537,0.54680306,0.49614495,0.49952736,0.48421356,0.5136093,749,140,219,18,16,24,132,88,7,28,77
251,20.628576,0.11603773,0.3227017,0.50269186,0.5153516,0.49263796,0.4399414,0.5052643,0.5774876,0.4936527,0.49601215,0.4843607,0.51353306,749,140,219,18,16,24,132,88,7,28,77
252,20.871721,0.11509436,0.32082552,0.5021724,0.515328,0.4954569,0.47645062,0.5050857,0.5434619,0.4946595,0.49946007,0.48451868,0.5134851,749,140,219,18,16,24,132,88,7,28,77
